"ComesTheDervish","t_admit"," I sometimes shave my legs, and I like the look on people's faces when they are shocked by that.

I can also enjoy unrestrained dancing while completely sober.

I sometimes feel very socially awkward, but as long as I'm comfortable saying 'Aargh human interactions are so difficult!' to someone, then I'm normally quite lucid. "
"ComesTheDervish","t_messageme"," You're one of the people who gave me lemons while I was busking in Leeds a few years ago. I prefer cash, but they did make some tasty lemonade....

OR, more seriously:

You want to go ski mountaineering.

You like taking photographs and want a model, or maybe you want a partner for acrobatics/climbing/surfing/urban exploration/board games/making music... or any combination of the above!

In general, I prefer meeting up with people to do things rather than just to consume expensive drinks and 'hang out'. Also, that doesn't just apply to dates - e.g. sitting in a park all day with a bottle of cider and a bunch of people that I really like is often actually quite a stressful day out for me. Having said that, I'm a sucker for cocktails. "
"ComesTheDervish","d_orientation","Demisexual"
"ComesTheDervish","d_orientation","Pansexual"
"ComesTheDervish","d_orientation","Sapiosexual"
"ComesTheDervish","d_gender","Man"
"ComesTheDervish","d_relationship","Single"
"ComesTheDervish","d_bodytype","Fit"
"ComesTheDervish","d_ethnicity","White"
"ComesTheDervish","d_languages","English and some French"
"ComesTheDervish","d_education_phase","Working on"
"ComesTheDervish","d_education_type","Post grad"
"ComesTheDervish","d_smokes","Never"
"ComesTheDervish","d_drinks","Socially"
"ComesTheDervish","d_offspring_current","No kids"
"ComesTheDervish","d_offspring_desires","might want kids"
"ComesTheDervish","lf_location","near me"
"ComesTheDervish","lf_min_age","19"
"ComesTheDervish","lf_max_age","45"
"ComesTheDervish","lf_for","short & long term dating and new friends"
"ComesTheDervish","p_sloppy","90"
"ComesTheDervish","p_spon","90"
"ComesTheDervish","p_adven","88"
"ComesTheDervish","p_artsy","88"
"ComesTheDervish","p_inde","76"
"ComesTheDervish","p_thrift","68"
"ComesTheDervish","p_trusting","66"
"ComesTheDervish","p_kinky","60"
"ComesTheDervish","p_sexperienced","56"
"ComesTheDervish","p_indie","52"
"ComesTheDervish","p_outgoing","50"
"ComesTheDervish","p_conf","42"
"ComesTheDervish","p_scien","36"
"ComesTheDervish","p_comp","22"
"ComesTheDervish","p_rational","16"
"ComesTheDervish","p_energetic","12"
"ComesTheDervish","p_athletic","10"
"ComesTheDervish","p_giving","-12"
"ComesTheDervish","p_sexdrive","-14"
"ComesTheDervish","p_greed","-24"
"ComesTheDervish","p_wholesome","-30"
"ComesTheDervish","p_oldfash","-42"
"ComesTheDervish","p_ambi","-56"
"ComesTheDervish","p_friendly","-62"
"ComesTheDervish","p_conservative","-64"
"ComesTheDervish","p_roman","-96"
"ComesTheDervish","q1028","Rough"
"ComesTheDervish","q50755","No."
"ComesTheDervish","q553","Yes"
"ComesTheDervish","q17","Yes"
"ComesTheDervish","q86417","More than a week."
"ComesTheDervish","q358077","Yes"
"ComesTheDervish","q63114","My sex drive is about average."
"ComesTheDervish","q87","No"
"ComesTheDervish","q1112","Yes"
"ComesTheDervish","q29384","Allow? I enjoy it."
"ComesTheDervish","q1440","No"
"ComesTheDervish","q44639","Yes"
"ComesTheDervish","q1597","Yes"
"ComesTheDervish","q16053","Totally willing!"
"ComesTheDervish","q35355","Very open. I'll try anything once."
"ComesTheDervish","q20212","Never"
"ComesTheDervish","q86366","Yes."
"ComesTheDervish","q358084","Yes"
